ENSEMBL	SYMBOL	ENTREZID
ENSG00000132821	VSTM2L	128434
ENSG00000132823	OSER1	51526
ENSG00000132824	SERINC3	10955
ENSG00000132825	PPP1R3D	5509
ENSG00000132832	ENST00000415889	
ENSG00000132837	DMGDH	29958
ENSG00000132840	BHMT2	23743
ENSG00000132842	AP3B1	8546
ENSG00000132846	ZBED3	84327
ENSG00000132849	PATJ	10207
ENSG00000132854	KANK4	163782
ENSG00000132855	ANGPTL3	27329
ENSG00000132872	SYT4	6860
ENSG00000132874	SLC14A2	8170
ENSG00000132879	FBXO44	93611
ENSG00000132881	CPLANE2	79363
ENSG00000132906	CASP9	842
ENSG00000132911	NMUR2	56923
ENSG00000132912	DCTN4	51164
ENSG00000132915	PDE6A	5145
ENSG00000132932	ATP8A2	51761
ENSG00000132938	MTUS2	23281
ENSG00000132950	ZMYM5	9205
ENSG00000132952	USPL1	10208
ENSG00000132953	XPO4	64328
ENSG00000132958	TPTE2	93492
ENSG00000132963	POMP	51371
ENSG00000132964	CDK8	1024
ENSG00000132965	ALOX5AP	241
ENSG00000132967	HMGB1P5	NA
ENSG00000132970	WASF3	10810
ENSG00000132972	RNF17	56163
ENSG00000132975	GPR12	2835
ENSG00000133019	CHRM3	1131
ENSG00000133020	MYH8	4626
ENSG00000133026	MYH10	4628
ENSG00000133027	PEMT	10400
ENSG00000133028	SCO1	6341
ENSG00000133030	MPRIP	23164
ENSG00000133048	CHI3L1	1116
ENSG00000133055	MYBPH	4608
ENSG00000133056	PIK3C2B	5287
ENSG00000133059	DSTYK	25778
ENSG00000133063	CHIT1	1118
ENSG00000133065	SLC41A1	254428
ENSG00000133067	LGR6	59352
ENSG00000133069	TMCC2	9911
ENSG00000133083	DCLK1	9201
ENSG00000133101	CCNA1	8900
ENSG00000133103	COG6	57511
ENSG00000133104	SPART	23111
ENSG00000133105	RXFP2	122042
ENSG00000133106	EPSTI1	94240
ENSG00000133107	TRPC4	7223
ENSG00000133110	POSTN	10631
ENSG00000133111	RFXAP	5994
ENSG00000133112	TPT1	7178
ENSG00000133114	GPALPP1	55425
ENSG00000133115	STOML3	161003
ENSG00000133116	KL	9365
ENSG00000133119	RFC3	5983
ENSG00000133121	STARD13	90627
ENSG00000133124	IRS4	8471
ENSG00000133131	MORC4	79710
ENSG00000133134	BEX2	84707
ENSG00000133135	RNF128	79589
ENSG00000133136	GNG5P2	NA
ENSG00000133138	TBC1D8B	54885
ENSG00000133142	TCEAL4	79921
ENSG00000133169	BEX1	55859
ENSG00000133193	FAM104A	84923
ENSG00000133195	SLC39A11	201266
ENSG00000133216	EPHB2	2048
ENSG00000133226	SRRM1	10250
ENSG00000133243	BTBD2	55643
ENSG00000133246	PRAM1	84106
ENSG00000133247	KMT5C	84787
ENSG00000133250	ZNF414	84330
ENSG00000133256	PDE6B	5158
ENSG00000133265	HSPBP1	23640
ENSG00000133275	CSNK1G2	1455
ENSG00000133302	SLF1	84250
ENSG00000133313	CNDP2	55748
ENSG00000133315	MACROD1	28992
ENSG00000133316	WDR74	54663
ENSG00000133317	LGALS12	85329
ENSG00000133318	RTN3	10313
ENSG00000133321	RARRES3	5920
ENSG00000133328	HRASLS2	54979
ENSG00000133392	MYH11	4629
ENSG00000133393	FOPNL	123811
ENSG00000133398	MED10	84246
ENSG00000133401	PDZD2	23037
ENSG00000133422	MORC2	22880
ENSG00000133424	LARGE1	9215
ENSG00000133433	GSTT2B	653689
ENSG00000133454	MYO18B	84700
ENSG00000133460	SLC2A11	66035
ENSG00000133466	C1QTNF6	114904
ENSG00000133475	GGT2	728441
ENSG00000133477	FAM83F	113828
ENSG00000133488	SEC14L4	284904
ENSG00000133519	ZDHHC8P1	NA
ENSG00000133561	GIMAP6	474344
ENSG00000133574	GIMAP4	55303
ENSG00000133597	ADCK2	90956
ENSG00000133606	MKRN1	23608
ENSG00000133612	AGAP3	116988
ENSG00000133619	KRBA1	84626
ENSG00000133624	ZNF767P	NA
ENSG00000133627	ACTR3B	57180
ENSG00000133636	NTS	4922
ENSG00000133639	BTG1	694
ENSG00000133640	LRRIQ1	84125
ENSG00000133641	C12orf29	91298
ENSG00000133657	ATP13A3	79572
ENSG00000133661	SFTPD	6441
ENSG00000133665	DYDC2	84332
ENSG00000133678	TMEM254	80195
ENSG00000133687	TMTC1	83857
ENSG00000133703	KRAS	3845
ENSG00000133704	IPO8	10526
ENSG00000133706	LARS	51520
ENSG00000133710	SPINK5	11005
ENSG00000133731	IMPA1	3612
ENSG00000133739	LRRCC1	85444
ENSG00000133740	E2F5	1875
ENSG00000133742	CA1	759
ENSG00000133773	CCDC59	29080
ENSG00000133789	SWAP70	23075
ENSG00000133794	ARNTL	406
ENSG00000133800	LYVE1	10894
ENSG00000133805	AMPD3	272
ENSG00000133812	SBF2	81846
ENSG00000133816	MICAL2	84953
ENSG00000133816	MICAL2	9645
ENSG00000133818	RRAS2	22800
ENSG00000133835	HSD17B4	3295
ENSG00000133858	ZFC3H1	196441
ENSG00000133863	TEX15	56154
ENSG00000133872	SARAF	51669
ENSG00000133874	RNF122	79845
ENSG00000133878	DUSP26	78986
ENSG00000133884	DPF2	5977
ENSG00000133895	MEN1	4221
ENSG00000133935	ERG28	11161
ENSG00000133937	GSC	145258
ENSG00000133943	DGLUCY	80017
ENSG00000133958	UNC79	57578
ENSG00000133961	NUMB	8650
ENSG00000133962	CATSPERB	79820
ENSG00000133980	VRTN	55237
ENSG00000133983	COX16	51241
ENSG00000133985	TTC9	23508
ENSG00000133997	MED6	10001
ENSG00000134001	EIF2S1	1965
ENSG00000134007	ADAM20	8748
ENSG00000134013	LOXL2	4017
ENSG00000134014	ELP3	55140
ENSG00000134020	PEBP4	157310
ENSG00000134028	ADAMDEC1	27299
ENSG00000134030	CTIF	9811
ENSG00000134042	MRO	83876
ENSG00000134046	MBD2	8932
ENSG00000134049	IER3IP1	51124
ENSG00000134056	MRPS36	92259
ENSG00000134057	CCNB1	891
ENSG00000134058	CDK7	1022
ENSG00000134061	CD180	4064
ENSG00000134070	IRAK2	3656
ENSG00000134072	CAMK1	8536
ENSG00000134077	THUMPD3	25917
ENSG00000134086	VHL	7428
ENSG00000134107	BHLHE40	8553
ENSG00000134108	ARL8B	55207
ENSG00000134109	EDEM1	9695
ENSG00000134115	CNTN6	27255
ENSG00000134121	CHL1	10752
ENSG00000134138	MEIS2	4212
ENSG00000134146	DPH6	89978
ENSG00000134152	KATNBL1	79768
ENSG00000134153	EMC7	56851
ENSG00000134160	TRPM1	4308
ENSG00000134183	GNAT2	2780
ENSG00000134184	GSTM1	2944
ENSG00000134186	PRPF38B	55119
ENSG00000134193	REG4	83998
ENSG00000134198	TSPAN2	10100
ENSG00000134200	TSHB	7252
ENSG00000134201	GSTM5	2949
ENSG00000134202	GSTM3	2947
ENSG00000134207	SYT6	148281
ENSG00000134215	VAV3	10451
ENSG00000134216	CHIA	27159
ENSG00000134222	PSRC1	84722
ENSG00000134240	HMGCS2	3158
ENSG00000134242	PTPN22	26191
ENSG00000134243	SORT1	6272
ENSG00000134245	WNT2B	7482
ENSG00000134247	PTGFRN	5738
ENSG00000134248	LAMTOR5	10542
ENSG00000134249	ADAM30	11085
ENSG00000134250	NOTCH2	4853
ENSG00000134253	TRIM45	80263
ENSG00000134255	CEPT1	10390
ENSG00000134256	CD101	9398
ENSG00000134258	VTCN1	79679
ENSG00000134259	NGF	4803
ENSG00000134262	AP4B1	10717
ENSG00000134265	NAPG	8774
ENSG00000134278	SPIRE1	56907
ENSG00000134283	PPHLN1	51535
ENSG00000134285	FKBP11	51303
ENSG00000134287	ARF3	377
ENSG00000134291	TMEM106C	79022
ENSG00000134294	SLC38A2	54407
ENSG00000134297	PLEKHA8P1	NA
ENSG00000134308	YWHAQ	10971
ENSG00000134313	KIDINS220	57498
ENSG00000134317	GRHL1	29841
ENSG00000134318	ROCK2	9475
ENSG00000134321	RSAD2	91543
ENSG00000134323	MYCN	4613
ENSG00000134324	LPIN1	23175
ENSG00000134326	CMPK2	129607
ENSG00000134330	IAH1	285148
ENSG00000134333	LDHA	3939
ENSG00000134339	SAA2	6289
ENSG00000134343	ANO3	63982
ENSG00000134352	IL6ST	3572
ENSG00000134363	FST	10468
ENSG00000134365	CFHR4	10877
ENSG00000134369	NAV1	89796
ENSG00000134371	CDC73	79577
ENSG00000134375	TIMM17A	10440
ENSG00000134376	CRB1	23418
ENSG00000134389	CFHR5	81494
ENSG00000134398	ERN2	10595
ENSG00000134419	RPS15A	6210
ENSG00000134438	RAX	30062
ENSG00000134440	NARS	4677
ENSG00000134443	GRP	2922
ENSG00000134444	KIAA1468	57614
ENSG00000134452	FBH1	84893
ENSG00000134453	RBM17	84991
ENSG00000134460	IL2RA	3559
ENSG00000134461	ANKRD16	54522
ENSG00000134463	ECHDC3	79746
ENSG00000134470	IL15RA	3601
ENSG00000134480	CCNH	902
ENSG00000134489	HRH4	59340
ENSG00000134490	TMEM241	85019
ENSG00000134504	KCTD1	284252
ENSG00000134508	CABLES1	91768
ENSG00000134516	DOCK2	1794
ENSG00000134531	EMP1	2012
ENSG00000134532	SOX5	6660
ENSG00000134533	RERG	85004
ENSG00000134538	SLCO1B1	10599
ENSG00000134539	KLRD1	3824
ENSG00000134545	KLRC1	3821
ENSG00000134548	SPX	80763
ENSG00000134551	PRH2	5555
ENSG00000134569	LRP4	4038
ENSG00000134571	MYBPC3	4607
ENSG00000134574	DDB2	1643
ENSG00000134575	ACP2	53
ENSG00000134588	USP26	83844
ENSG00000134590	RTL8C	8933
ENSG00000134594	RAB33A	9363
ENSG00000134595	SOX3	6658
ENSG00000134597	RBMX2	51634
ENSG00000134602	STK26	51765
ENSG00000134612	FOLH1B	219595
ENSG00000134627	PIWIL4	143689
ENSG00000134640	MTNR1B	4544
ENSG00000134644	PUM1	9698
ENSG00000134668	SPOCD1	90853
ENSG00000134684	YARS	8565
ENSG00000134686	PHC2	1912
ENSG00000134690	CDCA8	55143
ENSG00000134697	GNL2	29889
ENSG00000134698	AGO4	192670
ENSG00000134709	HOOK1	51361
ENSG00000134716	CYP2J2	1573
ENSG00000134717	BTF3L4	91408
ENSG00000134744	TUT4	23318
ENSG00000134748	PRPF38A	84950
ENSG00000134755	DSC2	1824
ENSG00000134757	DSG3	1830
ENSG00000134758	RNF138	51444
ENSG00000134759	ELP2	55250
ENSG00000134760	DSG1	1828
ENSG00000134762	DSC3	1825
ENSG00000134765	DSC1	1823
ENSG00000134769	DTNA	1837
ENSG00000134775	FHOD3	80206
ENSG00000134779	TPGS2	25941
ENSG00000134780	DAGLA	747
ENSG00000134802	SLC43A3	29015
ENSG00000134809	TIMM10	26519
ENSG00000134812	GIF	2694
ENSG00000134815	DHX34	9704
ENSG00000134817	APLNR	187
ENSG00000134824	FADS2	9415
ENSG00000134825	TMEM258	746
ENSG00000134827	TCN1	6947
ENSG00000134830	C5AR2	27202
ENSG00000134851	TMEM165	55858
ENSG00000134852	CLOCK	9575
ENSG00000134853	PDGFRA	5156
ENSG00000134864	GGACT	87769
ENSG00000134871	COL4A2	1284
ENSG00000134873	CLDN10	9071
ENSG00000134874	DZIP1	22873
ENSG00000134882	UBAC2	337867
ENSG00000134884	ARGLU1	55082
ENSG00000134897	BIVM	54841
ENSG00000134899	ERCC5	100533467
ENSG00000134899	ERCC5	2073
ENSG00000134900	TPP2	7174
ENSG00000134901	KDELC1	79070
ENSG00000134905	CARS2	79587
ENSG00000134909	ARHGAP32	9743
ENSG00000134910	STT3A	3703
ENSG00000134917	ADAMTS8	11095
ENSG00000134940	ACRV1	56
ENSG00000134954	ETS1	2113
ENSG00000134955	SLC37A2	219855
ENSG00000134962	KLB	152831
ENSG00000134970	TMED7	51014
ENSG00000134982	APC	324
ENSG00000134986	NREP	9315
ENSG00000134987	WDR36	134430
ENSG00000134996	OSTF1	26578
ENSG00000135002	RFK	55312
ENSG00000135018	UBQLN1	29979
ENSG00000135040	NAA35	60560
ENSG00000135045	C9orf40	55071
ENSG00000135046	ANXA1	301
ENSG00000135047	CTSL	1514
ENSG00000135048	CEMIP2	23670
ENSG00000135049	AGTPBP1	23287
ENSG00000135052	GOLM1	51280
ENSG00000135063	FAM189A2	9413
ENSG00000135069	PSAT1	29968
ENSG00000135070	ISCA1	81689
ENSG00000135074	ADAM19	8728
ENSG00000135077	HAVCR2	84868
ENSG00000135083	CCNJL	79616
ENSG00000135090	TAOK3	51347
ENSG00000135093	USP30	84749
ENSG00000135094	SDS	10993
ENSG00000135097	MSI1	4440
ENSG00000135100	HNF1A	6927
ENSG00000135108	FBXO21	23014
ENSG00000135111	TBX3	6926
ENSG00000135114	OASL	8638
ENSG00000135116	HRK	8739
ENSG00000135119	RNFT2	84900
ENSG00000135124	P2RX4	5025
ENSG00000135127	BICDL1	92558
ENSG00000135144	DTX1	1840
ENSG00000135148	TRAFD1	10906
ENSG00000135164	DMTF1	9988
ENSG00000135175	OCM2	4951
ENSG00000135185	TMEM243	79161
ENSG00000135205	CCDC146	57639
ENSG00000135211	TMEM60	85025
ENSG00000135218	CD36	948
ENSG00000135220	UGT2A3	79799
ENSG00000135222	CSN2	1447
ENSG00000135226	UGT2B28	54490
ENSG00000135241	PNPLA8	50640
ENSG00000135245	HILPDA	29923
ENSG00000135248	FAM71F1	84691
ENSG00000135249	RINT1	60561
ENSG00000135250	SRPK2	6733
ENSG00000135253	KCP	375616
ENSG00000135269	TES	26136
ENSG00000135272	MDFIC	29969
ENSG00000135297	MTO1	25821
ENSG00000135298	ADGRB3	577
ENSG00000135299	ANKRD6	22881
ENSG00000135312	HTR1B	3351
ENSG00000135314	KHDC1	80759
ENSG00000135315	CEP162	22832
ENSG00000135316	SYNCRIP	10492
ENSG00000135317	SNX14	57231
ENSG00000135318	NT5E	4907
ENSG00000135324	MRAP2	112609
ENSG00000135333	EPHA7	2045
ENSG00000135334	AKIRIN2	55122
ENSG00000135336	ORC3	23595
ENSG00000135338	LCA5	167691
ENSG00000135341	MAP3K7	6885
ENSG00000135346	CGA	1081
ENSG00000135355	GJA10	84694
ENSG00000135362	PRR5L	79899
ENSG00000135363	LMO2	4005
ENSG00000135365	PHF21A	51317
ENSG00000135372	NAT10	55226
ENSG00000135373	EHF	26298
ENSG00000135374	ELF5	2001
ENSG00000135378	PRRG4	79056
ENSG00000135387	CAPRIN1	4076
ENSG00000135390	ATP5MC2	517
ENSG00000135392	DNAJC14	85406
ENSG00000135404	CD63	967
ENSG00000135406	PRPH	5630
ENSG00000135407	AVIL	10677
ENSG00000135409	AMHR2	269
ENSG00000135413	LACRT	90070
ENSG00000135414	GDF11	10220
ENSG00000135423	GLS2	27165
ENSG00000135424	ITGA7	3679
ENSG00000135426	TESPA1	9840
ENSG00000135436	FAM186B	84070
ENSG00000135437	RDH5	5959
ENSG00000135439	AGAP2	116986
ENSG00000135441	BLOC1S1	2647
ENSG00000135443	KRT85	3891
ENSG00000135446	CDK4	1019
ENSG00000135447	PPP1R1A	5502
ENSG00000135451	TROAP	10024
ENSG00000135452	TSPAN31	6302
ENSG00000135454	B4GALNT1	2583
ENSG00000135457	TFCP2	7024
ENSG00000135469	COQ10A	93058
ENSG00000135472	FAIM2	23017
ENSG00000135473	PAN2	9924
ENSG00000135476	ESPL1	9700
ENSG00000135477	KRT87P	NA
ENSG00000135480	KRT7	3855
ENSG00000135482	ZC3H10	84872
ENSG00000135486	HNRNPA1	3178
ENSG00000135502	SLC26A10	65012
ENSG00000135503	ACVR1B	91
ENSG00000135506	OS9	10956
ENSG00000135517	MIP	4284
ENSG00000135519	KCNH3	23416
ENSG00000135521	LTV1	84946
ENSG00000135525	MAP7	9053
ENSG00000135535	CD164	8763
ENSG00000135537	AFG1L	246269
ENSG00000135540	NHSL1	57224
ENSG00000135541	AHI1	54806
ENSG00000135547	HEY2	23493
ENSG00000135549	PKIB	5570
ENSG00000135569	TAAR5	9038
ENSG00000135577	NMBR	4829
ENSG00000135587	SMPD2	6610
ENSG00000135596	MICAL1	64780
ENSG00000135597	REPS1	85021
ENSG00000135604	STX11	8676
ENSG00000135605	TEC	7006
ENSG00000135617	PRADC1	84279
ENSG00000135622	SEMA4F	10505
ENSG00000135624	CCT7	10574
ENSG00000135625	EGR4	1961
ENSG00000135631	RAB11FIP5	26056
ENSG00000135632	SMYD5	10322
ENSG00000135636	DYSF	8291
ENSG00000135637	CCDC142	84865
ENSG00000135638	EMX1	2016
ENSG00000135643	KCNMB4	27345
ENSG00000135655	USP15	9958
ENSG00000135677	GNS	2799
ENSG00000135678	CPM	1368
ENSG00000135679	MDM2	4193
ENSG00000135686	KLHL36	79786
ENSG00000135697	BCO1	53630
ENSG00000135698	MPHOSPH6	10200
ENSG00000135702	CHST5	23563
ENSG00000135709	KIAA0513	9764
ENSG00000135720	DYNC1LI2	1783
ENSG00000135722	FBXL8	55336
ENSG00000135723	FHOD1	29109
ENSG00000135736	CCDC102A	92922
ENSG00000135740	SLC9A5	6553
ENSG00000135744	AGT	183
ENSG00000135747	ZNF670-ZNF695	NA
ENSG00000135749	PCNX2	80003
ENSG00000135750	KCNK1	3775
ENSG00000135763	URB2	9816
ENSG00000135766	EGLN1	54583
ENSG00000135773	CAPN9	10753
ENSG00000135775	COG2	22796
ENSG00000135776	ABCB10	23456
ENSG00000135778	NTPCR	84284
ENSG00000135801	TAF5L	27097
ENSG00000135821	GLUL	2752
ENSG00000135823	STX6	10228
ENSG00000135824	RGS8	85397
ENSG00000135828	RNASEL	6041
ENSG00000135829	DHX9	1660
ENSG00000135835	KIAA1614	57710
ENSG00000135837	CEP350	9857
ENSG00000135838	NPL	80896
ENSG00000135842	FAM129A	116496
ENSG00000135845	PIGC	5279
ENSG00000135862	LAMC1	3915
ENSG00000135870	RC3H1	149041
ENSG00000135898	GPR55	9290
ENSG00000135899	SP110	3431
ENSG00000135900	MRPL44	65080
ENSG00000135902	CHRND	1144
ENSG00000135903	PAX3	5077
ENSG00000135905	DOCK10	55619
ENSG00000135912	TTLL4	9654
ENSG00000135913	USP37	57695
ENSG00000135914	HTR2B	3357
ENSG00000135916	ITM2C	81618
ENSG00000135917	SLC19A3	80704
ENSG00000135919	SERPINE2	5270
ENSG00000135924	DNAJB2	3300
ENSG00000135925	WNT10A	80326
ENSG00000135926	TMBIM1	64114
ENSG00000135929	CYP27A1	1593
ENSG00000135930	EIF4E2	9470
ENSG00000135931	ARMC9	80210
ENSG00000135932	CAB39	51719
ENSG00000135940	COX5B	1329
ENSG00000135945	REV1	51455
ENSG00000135951	TSGA10	80705
ENSG00000135953	MFSD9	84804
ENSG00000135956	TMEM127	55654
ENSG00000135960	EDAR	10913
ENSG00000135966	TGFBRAP1	9392
ENSG00000135968	GCC2	9648
ENSG00000135972	MRPS9	64965
ENSG00000135973	GPR45	11250
ENSG00000135974	C2orf49	79074
ENSG00000135976	ANKRD36	375248
ENSG00000135999	EPC2	26122
ENSG00000136002	ARHGEF4	50649
ENSG00000136003	ISCU	23479
ENSG00000136010	ALDH1L2	160428
ENSG00000136011	STAB2	55576
ENSG00000136014	USP44	84101
ENSG00000136021	SCYL2	55681
ENSG00000136026	CKAP4	10970
ENSG00000136040	PLXNC1	10154
ENSG00000136044	APPL2	55198
ENSG00000136045	PWP1	11137
ENSG00000136048	DRAM1	55332
ENSG00000136051	WASHC4	23325
ENSG00000136052	SLC41A2	84102
ENSG00000136059	VILL	50853
ENSG00000136068	FLNB	2317
ENSG00000136098	NEK3	4752
ENSG00000136099	PCDH8	5100
ENSG00000136100	VPS36	51028
ENSG00000136104	RNASEH2B	79621
ENSG00000136108	CKAP2	26586
ENSG00000136110	CNMD	11061
ENSG00000136111	TBC1D4	9882
ENSG00000136114	THSD1	55901
ENSG00000136122	BORA	79866
ENSG00000136141	LRCH1	23143
ENSG00000136143	SUCLA2	8803
ENSG00000136144	RCBTB1	55213
ENSG00000136146	MED4	29079
ENSG00000136147	PHF11	51131
ENSG00000136149	RPL13AP25	NA
ENSG00000136152	COG3	83548
ENSG00000136153	LMO7	4008
ENSG00000136155	SCEL	8796
ENSG00000136156	ITM2B	9445
ENSG00000136158	SPRY2	10253
ENSG00000136159	NUDT15	55270
ENSG00000136160	EDNRB	1910
ENSG00000136161	RCBTB2	1102
ENSG00000136167	LCP1	3936
ENSG00000136169	SETDB2	83852
ENSG00000136193	SCRN1	9805
ENSG00000136197	C7orf25	79020
ENSG00000136205	TNS3	64759
ENSG00000136206	SPDYE1	285955
ENSG00000136213	CHST12	55501
ENSG00000136231	IGF2BP3	10643
ENSG00000136235	GPNMB	10457
ENSG00000136237	RAPGEF5	9771
ENSG00000136238	RAC1	5879
ENSG00000136240	KDELR2	11014
ENSG00000136243	NUPL2	11097
ENSG00000136244	IL6	3569
ENSG00000136247	ZDHHC4	55146
ENSG00000136250	AOAH	313
ENSG00000136261	BZW2	28969
ENSG00000136267	DGKB	1607
ENSG00000136270	TBRG4	9238
ENSG00000136271	DDX56	54606
ENSG00000136273	HUS1	3364
ENSG00000136274	NACAD	23148
ENSG00000136275	C7orf69	80099
ENSG00000136279	DBNL	28988
ENSG00000136280	CCM2	83605
ENSG00000136286	MYO1G	64005
ENSG00000136295	TTYH3	80727
ENSG00000136297	MMD2	221938
ENSG00000136305	CIDEB	27141
ENSG00000136315	ENST00000555624	
ENSG00000136319	TTC5	91875
ENSG00000136327	NKX2-8	26257
ENSG00000136352	NKX2-1	7080
ENSG00000136367	ZFHX2	85446
ENSG00000136371	MTHFS	10588
ENSG00000136378	ADAMTS7	11173
ENSG00000136379	ABHD17C	58489
ENSG00000136381	IREB2	3658
ENSG00000136383	ALPK3	57538
ENSG00000136404	TM6SF1	53346
ENSG00000136425	CIB2	10518
ENSG00000136436	CALCOCO2	10241
ENSG00000136444	RSAD1	55316
ENSG00000136448	NMT1	4836
ENSG00000136449	MYCBPAP	84073
ENSG00000136450	SRSF1	6426
ENSG00000136451	VEZF1	7716
ENSG00000136457	CHAD	1101
ENSG00000136463	TACO1	51204
ENSG00000136478	TEX2	55852
ENSG00000136485	DCAF7	10238
ENSG00000136487	GH2	2689
ENSG00000136488	CSH1	1442
ENSG00000136490	LIMD2	80774
ENSG00000136492	BRIP1	83990
ENSG00000136504	KAT7	11143
ENSG00000136514	RTP4	64108
ENSG00000136518	ACTL6A	86
ENSG00000136521	NDUFB5	4711
ENSG00000136522	MRPL47	57129
ENSG00000136527	TRA2B	6434
ENSG00000136531	SCN2A	6326
ENSG00000136535	TBR1	10716
ENSG00000136536	7-Mar	64844
ENSG00000136541	ERMN	57471
ENSG00000136542	GALNT5	11227
ENSG00000136546	SCN7A	6332
ENSG00000136560	TANK	10010
ENSG00000136573	BLK	640
ENSG00000136574	GATA4	2626
ENSG00000136603	SKIL	6498
ENSG00000136628	EPRS	2058
ENSG00000136630	HLX	3142
ENSG00000136631	VPS45	11311
ENSG00000136634	IL10	3586
ENSG00000136636	KCTD3	51133
ENSG00000136643	RPS6KC1	26750
ENSG00000136682	CBWD2	150472
ENSG00000136688	IL36G	56300
ENSG00000136689	IL1RN	3557
ENSG00000136694	IL36A	27179
ENSG00000136695	IL36RN	26525
ENSG00000136696	IL36B	27177
ENSG00000136697	IL1F10	84639
ENSG00000136698	CFC1	55997
ENSG00000136699	SMPD4	55627
ENSG00000136709	WDR33	55339
ENSG00000136710	CCDC115	84317
ENSG00000136715	SAP130	79595
ENSG00000136717	BIN1	274
ENSG00000136718	IMP4	92856
ENSG00000136720	HS6ST1	9394
ENSG00000136731	UGGT1	56886
ENSG00000136732	GYPC	2995
ENSG00000136738	STAM	8027
ENSG00000136750	GAD2	2572
ENSG00000136754	ABI1	10006
ENSG00000136758	YME1L1	10730
ENSG00000136770	DNAJC1	64215
ENSG00000136783	NIPSNAP3A	25934
ENSG00000136802	LRRC8A	56262
ENSG00000136807	CDK9	1025
ENSG00000136810	TXN	7295
ENSG00000136811	ODF2	4957
ENSG00000136813	ECPAS	23392
ENSG00000136816	TOR1B	27348
ENSG00000136819	C9orf78	51759
ENSG00000136824	SMC2	10592
ENSG00000136826	KLF4	9314
ENSG00000136827	TOR1A	1861
ENSG00000136828	RALGPS1	9649
ENSG00000136830	FAM129B	64855
ENSG00000136834	OR1J1	347168
ENSG00000136839	OR13C9	286362
ENSG00000136840	ST6GALNAC4	27090
ENSG00000136842	TMOD1	7111
ENSG00000136848	DAB2IP	153090
ENSG00000136854	STXBP1	6812
ENSG00000136856	SLC2A8	29988
ENSG00000136859	ANGPTL2	23452
ENSG00000136861	CDK5RAP2	55755
ENSG00000136866	ZFP37	7539
ENSG00000136867	SLC31A2	1318
ENSG00000136868	SLC31A1	1317
ENSG00000136869	TLR4	7099
ENSG00000136870	ZNF189	7743
ENSG00000136872	ALDOB	229
ENSG00000136874	STX17	55014
ENSG00000136875	PRPF4	9128
ENSG00000136877	FPGS	2356
ENSG00000136878	USP20	10868
ENSG00000136881	BAAT	570
ENSG00000136883	KIF12	113220
ENSG00000136888	ATP6V1G1	9550
ENSG00000136891	TEX10	54881
ENSG00000136895	GARNL3	84253
ENSG00000136897	MRPL50	54534
ENSG00000136908	DPM2	8818
ENSG00000136918	WDR38	401551
ENSG00000136925	TSTD2	158427
ENSG00000136928	GABBR2	9568
ENSG00000136929	HEMGN	55363
ENSG00000136930	PSMB7	5695
ENSG00000136931	NR5A1	2516
ENSG00000136932	TRMO	51531
ENSG00000136933	RABEPK	10244
ENSG00000136935	GOLGA1	2800
ENSG00000136936	XPA	7507
ENSG00000136937	NCBP1	4686
ENSG00000136938	ANP32B	10541
ENSG00000136939	OR1L4	254973
ENSG00000136940	PDCL	5082
ENSG00000136942	RPL35	11224
ENSG00000136943	CTSV	1515
ENSG00000136944	LMX1B	4010
ENSG00000136950	ARPC5L	81873
ENSG00000136960	ENPP2	5168
ENSG00000136982	DSCC1	79075
ENSG00000136986	DERL1	79139
ENSG00000136997	MYC	4609
ENSG00000136999	NOV	4856
ENSG00000137033	IL33	90865
ENSG00000137038	DMAC1	90871
ENSG00000137040	RANBP6	26953
ENSG00000137054	POLR1E	64425
ENSG00000137055	PLAA	9373
ENSG00000137070	IL11RA	3590
ENSG00000137073	UBAP2	55833
ENSG00000137074	APTX	54840
ENSG00000137075	RNF38	152006
ENSG00000137076	TLN1	7094
ENSG00000137077	CCL21	6366
ENSG00000137078	SIT1	27240
ENSG00000137080	IFNA21	3452
ENSG00000137090	DMRT1	1761
ENSG00000137094	DNAJB5	25822
ENSG00000137098	SPAG8	26206
ENSG00000137100	DCTN3	11258
ENSG00000137101	CD72	971
ENSG00000137103	TMEM8B	51754
ENSG00000137106	GRHPR	9380
ENSG00000137124	ALDH1B1	219
ENSG00000137133	HINT2	84681
ENSG00000137135	ARHGEF39	84904
ENSG00000137142	IGFBPL1	347252
ENSG00000137145	DENND4C	55667
ENSG00000137154	RPS6	6194
ENSG00000137161	CNPY3	10695
ENSG00000137166	FOXP4	116113
ENSG00000137168	PPIL1	51645
ENSG00000137171	KLC4	89953
ENSG00000137177	KIF13A	63971
ENSG00000137185	ZSCAN9	7746
ENSG00000137193	PIM1	5292
ENSG00000137198	GMPR	2766
ENSG00000137200	CMTR1	23070
ENSG00000137203	TFAP2A	7020
ENSG00000137204	SLC22A7	10864
ENSG00000137207	YIPF3	25844
ENSG00000137210	TMEM14B	81853
ENSG00000137216	TMEM63B	55362
ENSG00000137218	FRS3	10817
ENSG00000137221	TJAP1	93643
ENSG00000137225	CAPN11	11131
ENSG00000137251	TINAG	27283
